,name,categories,type,unit,database,"REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_replicated_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_replicated_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_replicated_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_replicated_2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_unlinked_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_unlinked_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_unlinked_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_unlinked_2_2"
1250,Chromium-51,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,2.1632909695240278e-05,2.2565149643208552e-05,2.383760439610563e-05,1.5230459290151196e-05,4.063616033873335e-05,2.6884839519399506e-05,2.1632909695240278e-05,2.2565149643208552e-05,2.383760439610563e-05,1.822604594164772e-05,4.063616033873335e-05,2.6884839519399645e-05,2.163290969524028e-05,2.2565149643208552e-05,2.3837604396105628e-05,1.822604594164772e-05,4.063616033873348e-05,2.6884839519399774e-05
1251,Cobalt,"('water', 'ground-')",emission,kilogram,biosphere3,1.376647592361822e-07,1.4372181657194673e-07,1.5196224197987905e-07,6.509046922229164e-08,3.8682634714603553e-07,4.6341654657617745e-07,1.376647592361822e-07,1.4372181657194673e-07,1.5196224197987905e-07,2.898351867758211e-07,3.8682634714603553e-07,4.6341654657617745e-07,1.3766475923618218e-07,1.4372181657194673e-07,1.5196224197987905e-07,2.898351867758211e-07,3.8682634714603553e-07,4.6341654657617735e-07
1252,Cobalt,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,8.603740380135793e-05,8.98637627820516e-05,9.507032526705293e-05,8.649643915068636e-05,0.00037606860640265673,0.000426537079106035,8.603740380135793e-05,8.98637627820516e-05,9.507032526705293e-05,0.00032608720807770147,0.00037606860640265673,0.000426537079106035,8.603740380135793e-05,8.986376278205154e-05,9.507032526705293e-05,0.00032608720807770147,0.00037606860640265684,0.000426537079106035
1253,Cobalt,"('water', 'ocean')",emission,kilogram,biosphere3,3.337234166300538e-10,3.4827590758161525e-10,3.6815330258060254e-10,2.578043285727698e-10,6.875200726832912e-10,3.9623389791971995e-10,3.337234166300538e-10,3.4827590758161525e-10,3.6815330258060254e-10,2.9378388953525747e-10,6.875200726832912e-10,3.9623389791972016e-10,3.337234166300538e-10,3.4827590758161525e-10,3.681533025806025e-10,2.9378388953525747e-10,6.875200726832913e-10,3.962338979197203e-10
1254,Cobalt,"('water', 'surface water')",emission,kilogram,biosphere3,1.6792220939205429e-06,1.801207789357129e-06,1.9545110474918212e-06,9.954106658474583e-08,4.467801128177782e-07,1.9444324322935057e-06,1.6792220939205429e-06,1.801207789357129e-06,1.9545110474918212e-06,3.1329921654102567e-07,4.467801128177782e-07,1.9444324322935057e-06,1.6792220939205429e-06,1.8012077893571292e-06,1.9545110474918212e-06,3.1329921654102567e-07,4.467801128177782e-07,1.9444324322935053e-06
1255,Cobalt,"('water',)",emission,kilogram,biosphere3,7.295847488117436e-12,7.645186896845388e-12,8.119122581123586e-12,1.6710623920330875e-13,2.967021290311875e-12,7.764860814354979e-12,7.295847488117436e-12,7.645186896845388e-12,8.119122581123586e-12,5.499497563387513e-13,2.967021290311875e-12,7.764860814354979e-12,7.29584748811704e-12,7.645186896845446e-12,8.119122581123586e-12,5.499497563387513e-13,2.9670212903118736e-12,7.764860814354862e-12
1256,Cobalt-57,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,4.4946185246374905e-07,4.685704346047725e-07,4.946298538397752e-07,3.3715289906835793e-08,2.2680870387146012e-07,5.558979149856393e-07,4.4946185246374905e-07,4.685704346047725e-07,4.946298538397752e-07,1.02618612190051e-07,2.2680870387146012e-07,5.558979149856435e-07,4.494618524637491e-07,4.685704346047725e-07,4.946298538397751e-07,1.02618612190051e-07,2.2680870387146417e-07,5.558979149856475e-07
1257,Cobalt-58,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.0001451811643989248,0.0001514748224530068,0.000160068460819883,0.000121663445163427,0.0003165995216105623,0.00017811449722417267,0.0001451811643989248,0.0001514748224530068,0.000160068460819883,0.0001400252602025797,0.0003165995216105623,0.00017811449722417323,0.00014518116439892482,0.0001514748224530068,0.00016006846081988298,0.0001400252602025797,0.0003165995216105629,0.00017811449722417378
1258,Cobalt-60,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.00011604874057716112,0.00012107230202270651,0.0001279310776622557,9.177112158128577e-05,0.0002409398008267989,0.0001426290469201609,0.00011604874057716112,0.00012107230202270651,0.0001279310776622557,0.00010673215956026117,0.0002409398008267989,0.00014262904692016143,0.00011604874057716112,0.00012107230202270651,0.0001279310776622557,0.00010673215956026117,0.0002409398008267994,0.00014262904692016192
1259,"COD, Chemical Oxygen Demand","('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.0029222458765402817,0.003121511215530036,0.003392984033364186,0.001799697556307139,0.006564313973233133,0.008485109349726468,0.0029222458765402817,0.003121511215530036,0.003392984033364186,0.00544613433739776,0.006564313973233133,0.008485109349726468,0.0029222458765402813,0.0031215112155300343,0.0033929840333641855,0.00544613433739776,0.0065643139732331325,0.008485109349726466
1260,"COD, Chemical Oxygen Demand","('water', 'ocean')",emission,kilogram,biosphere3,0.006697514084443598,0.007463558115813846,0.008569964560774326,0.0008480087530912215,0.0034241357715430686,0.007369488457023927,0.006697514084443598,0.007463558115813846,0.008569964560774326,0.001048077008114095,0.0034241357715430686,0.007369488457023927,0.006697514084443598,0.007463558115813845,0.008569964560774326,0.001048077008114095,0.0034241357715430677,0.0073694884570239235
1261,"COD, Chemical Oxygen Demand","('water', 'surface water')",emission,kilogram,biosphere3,0.03780187344209337,0.04213331010683663,0.0483589433722202,0.0006579439874949564,0.010976186373944503,0.04137318249012207,0.03780187344209337,0.04213331010683663,0.0483589433722202,0.0019028570688546312,0.010976186373944503,0.04137318249012207,0.03780187344209336,0.04213331010683663,0.0483589433722202,0.0019028570688546312,0.010976186373944498,0.041373182490122055
1262,"COD, Chemical Oxygen Demand","('water',)",emission,kilogram,biosphere3,0.0024080526097851507,0.0025149278063414044,0.0026588222486791566,1.1334876818586525e-06,6.75792801546727e-05,0.002333790547727729,0.0024080526097851507,0.0025149278063414044,0.0026588222486791566,2.464271906612251e-06,6.757928015467272e-05,0.0023337905477277283,0.0024080526097851503,0.0025149278063414044,0.002658822248679157,2.464271906612251e-06,6.757928015467262e-05,0.0023337905477277287
1263,"Copper, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.00013000065733466363,0.00013608594500532988,0.00014432096151882005,6.394400649062996e-05,0.0005092483847700872,0.0005774961652333679,0.00013000065733466363,0.00013608594500532988,0.00014432096151882005,0.0004375326248584604,0.0005092483847700872,0.0005774961652333679,0.0001300006573346636,0.00013608594500532988,0.00014432096151882005,0.0004375326248584604,0.0005092483847700872,0.0005774961652333678
1264,"Copper, ion","('water', 'ocean')",emission,kilogram,biosphere3,3.282042754700087e-07,3.463578524359113e-07,3.7141082120449247e-07,1.7807234184430972e-08,1.4095562154926842e-07,3.300558313000645e-07,3.282042754700087e-07,3.463578524359113e-07,3.7141082120449247e-07,2.3270430854744617e-08,1.4095562154926842e-07,3.300558313000645e-07,3.28204275470008e-07,3.463578524359113e-07,3.7141082120449247e-07,2.3270430854744617e-08,1.409556215492684e-07,3.300558313000616e-07
1265,"Copper, ion","('water', 'surface water')",emission,kilogram,biosphere3,1.7050345200647705e-06,1.7862755120592972e-06,1.8943811056462215e-06,1.8512176777646482e-07,1.4732212979298035e-06,1.9008556515309832e-06,1.7050345200647705e-06,1.7862755120592972e-06,1.8943811056462215e-06,2.790985298322736e-07,1.4732212979298035e-06,1.9008556515309823e-06,1.7050345200647689e-06,1.786275512059298e-06,1.8943811056462207e-06,2.790985298322736e-07,1.473221297929803e-06,1.9008556515309779e-06
1266,"Copper, ion","('water',)",emission,kilogram,biosphere3,8.09246499627186e-06,8.437682518562994e-06,8.904001918533456e-06,5.313704916747898e-09,2.401918345680369e-07,7.835308993901997e-06,8.09246499627186e-06,8.437682518562994e-06,8.904001918533456e-06,1.2504218713421149e-08,2.401918345680369e-07,7.835308993901997e-06,8.092464996271859e-06,8.437682518562992e-06,8.904001918533457e-06,1.2504218713421149e-08,2.4019183456803683e-07,7.835308993901995e-06
1267,Cumene,"('water', 'surface water')",emission,kilogram,biosphere3,5.549971069482304e-06,2.2451028661125938e-05,4.35230441994163e-05,1.7063884402950262e-07,4.050653071610822e-06,2.195824115061779e-05,5.549971069482304e-06,2.2451028661125938e-05,4.35230441994163e-05,8.356653407970485e-07,4.050653071610822e-06,2.1958241150617798e-05,5.549971069482304e-06,2.2451028661125938e-05,4.35230441994163e-05,8.356653407970485e-07,4.0506530716108214e-06,2.195824115061778e-05
1268,Cyanide,"('water', 'ocean')",emission,kilogram,biosphere3,7.14861114168678e-07,7.612124311688695e-07,8.260996832341162e-07,5.312720828838087e-09,2.2533055316726234e-07,7.239502015678637e-07,7.14861114168678e-07,7.612124311688695e-07,8.260996832341162e-07,1.6331077922423827e-08,2.2533055316726234e-07,7.239502015678639e-07,7.148611141686768e-07,7.612124311688695e-07,8.260996832341161e-07,1.6331077922423827e-08,2.2533055316726231e-07,7.239502015678588e-07
1269,Cyanide,"('water', 'surface water')",emission,kilogram,biosphere3,1.7727995213919686e-06,1.8649428850643427e-06,1.9913374054738937e-06,2.950186538361049e-06,2.9351342080970115e-05,3.057551993250394e-05,1.7727995213919686e-06,1.8649428850643427e-06,1.9913374054738937e-06,2.8746964346288545e-05,2.9351342080970115e-05,3.057551993250394e-05,1.7727995213919675e-06,1.8649428850643431e-06,1.991337405473894e-06,2.8746964346288545e-05,2.935134208097012e-05,3.0575519932503936e-05
1270,Cyanide,"('water',)",emission,kilogram,biosphere3,1.6051040897800018e-05,1.673392556595935e-05,1.7656043230462926e-05,4.718554682796103e-09,4.24989566945578e-07,1.5513827923071303e-05,1.6051040897800018e-05,1.673392556595935e-05,1.7656043230462926e-05,9.113776780432933e-09,4.249895669455781e-07,1.5513827923071303e-05,1.6051040897800015e-05,1.6733925565959346e-05,1.765604323046293e-05,9.113776780432933e-09,4.2498956694557793e-07,1.55138279230713e-05
1271,Cyclohexane,"('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,Dichromate,"('water', 'surface water')",emission,kilogram,biosphere3,2.4902121854352946e-08,2.6197798883301815e-08,2.7988034617722613e-08,2.4520726907017736e-08,6.110623483560365e-08,7.781308414951379e-08,2.4902121854352946e-08,2.6197798883301815e-08,2.7988034617722613e-08,2.6111941604129154e-08,6.110623483560365e-08,7.78130841495138e-08,2.490212185435294e-08,2.6197798883301815e-08,2.7988034617722613e-08,2.6111941604129154e-08,6.110623483560367e-08,7.781308414951386e-08
1273,Diethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.4803360776092185e-09,1.5453348558497154e-09,1.6333532931271089e-09,1.2612077982298022e-12,1.086152315423967e-11,1.3961842633946194e-09,1.4803360776092185e-09,1.5453348558497154e-09,1.6333532931271089e-09,6.910364676708571e-12,1.0861523154239666e-11,1.3961842633946191e-09,1.4803360776092228e-09,1.5453348558497175e-09,1.6333532931271089e-09,6.910364676708571e-12,1.0861523154239703e-11,1.3961842633946156e-09
1274,Diethylene glycol,"('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,Diisobutyl ketone,"('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,Dimethyl ether,"('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,Dimethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.5282049891482944e-09,1.593991155337015e-09,1.6829182769029297e-09,1.0399005043970338e-12,7.012485457571069e-12,1.4364029488966577e-09,1.5282049891482944e-09,1.593991155337015e-09,1.6829182769029297e-09,3.7759174233629725e-12,7.012485457571046e-12,1.4364029488966573e-09,1.5282049891482958e-09,1.593991155337016e-09,1.68291827690293e-09,3.7759174233629725e-12,7.012485457571127e-12,1.4364029488966555e-09
1278,Dipropylamine,"('water', 'surface water')",emission,kilogram,biosphere3,9.293840693101345e-10,9.70210420380603e-10,1.0254978915221663e-09,7.940562470899704e-13,6.873516060063067e-12,8.76616999679305e-10,9.293840693101345e-10,9.70210420380603e-10,1.0254978915221663e-09,4.383684996588991e-12,6.873516060063066e-12,8.76616999679305e-10,9.293840693101372e-10,9.702104203806043e-10,1.0254978915221663e-09,4.383684996588991e-12,6.873516060063086e-12,8.766169996793028e-10
1279,Dissolved solids,"('water', 'surface water')",emission,kilogram,biosphere3,0.003269412585333634,0.003413673198133016,0.0036082287309387564,1.880231717068812e-05,0.0007673415630680549,0.0032559240367696298,0.003269412585333634,0.003413673198133016,0.0036082287309387564,9.884711927939608e-05,0.0007673415630680548,0.0032559240367696298,0.003269412585333631,0.003413673198133017,0.003608228730938756,9.884711927939608e-05,0.0007673415630680548,0.0032559240367696285
1280,Dissolved solids,"('water',)",emission,kilogram,biosphere3,1.4633208518695893e-05,1.5333875085148838e-05,1.6284443158206327e-05,3.351633148698842e-07,5.950924995192118e-06,1.5573903862835023e-05,1.4633208518695893e-05,1.5333875085148838e-05,1.6284443158206327e-05,1.103028734729962e-06,5.950924995192118e-06,1.5573903862835023e-05,1.4633208518695102e-05,1.5333875085148953e-05,1.628444315820633e-05,1.103028734729962e-06,5.950924995192115e-06,1.5573903862834792e-05
1281,"DOC, Dissolved Organic Carbon","('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.0013435494622944027,0.0014331572187283946,0.0015554869724406257,0.0007449940271198834,0.0027395441919660863,0.003580064366838115,0.0013435494622944027,0.0014331572187283946,0.0015554869724406257,0.0021920569848847948,0.0027395441919660863,0.0035800643668381154,0.0013435494622944025,0.001433157218728394,0.0015554869724406252,0.0021920569848847948,0.0027395441919660863,0.003580064366838114
1282,"DOC, Dissolved Organic Carbon","('water', 'ocean')",emission,kilogram,biosphere3,0.0022095165697756545,0.00246083957715376,0.002823842355362135,0.00023986344105401047,0.0010478987766852318,0.002427020472569286,0.0022095165697756545,0.00246083957715376,0.002823842355362135,0.0003058253934256091,0.0010478987766852318,0.0024270204725692864,0.0022095165697756545,0.0024608395771537595,0.0028238423553621347,0.0003058253934256091,0.0010478987766852313,0.0024270204725692847
1283,"DOC, Dissolved Organic Carbon","('water', 'surface water')",emission,kilogram,biosphere3,0.01108452267561924,0.012355409993626202,0.014182784100353375,0.00019656406814301387,0.0032456205267593014,0.012151969006804705,0.01108452267561924,0.012355409993626202,0.014182784100353375,0.0005759850948110531,0.0032456205267593014,0.012151969006804705,0.01108452267561924,0.012355409993626202,0.014182784100353375,0.0005759850948110531,0.0032456205267592996,0.0121519690068047
1284,"DOC, Dissolved Organic Carbon","('water',)",emission,kilogram,biosphere3,8.959831700326255e-05,9.555017448917898e-05,0.00010337620753863871,1.7062891824989304e-07,3.703072883666805e-06,8.928603085930022e-05,8.959831700326255e-05,9.555017448917898e-05,0.00010337620753863871,4.3868136225164695e-07,3.7030728836668053e-06,8.928603085929999e-05,8.959831700326251e-05,9.555017448917901e-05,0.00010337620753863872,4.3868136225164695e-07,3.703072883666785e-06,8.928603085930032e-05
1285,"Ethane, 1,1,1-trichloro-, HCFC-140","('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,"Ethane, 1,2-dichloro-","('water', 'surface water')",emission,kilogram,biosphere3,1.2416515904681745e-08,1.4163849826591139e-08,1.6438685179549043e-08,4.770929486735183e-09,1.3988670832738435e-08,2.0570278826927238e-08,1.2416515904681745e-08,1.4163849826591139e-08,1.6438685179549043e-08,9.021120220241886e-09,1.3988670832738435e-08,2.0570278826927238e-08,1.2416515904681759e-08,1.4163849826591142e-08,1.6438685179549046e-08,9.021120220241886e-09,1.3988670832738434e-08,2.0570278826927225e-08
1287,Ethanol,"('water', 'surface water')",emission,kilogram,biosphere3,9.215673391681764e-08,9.599558666867367e-08,1.0114738660448816e-07,1.8240707044024172e-10,2.000048064601572e-08,8.872663070464027e-08,9.215673391681764e-08,9.599558666867367e-08,1.0114738660448816e-07,7.710657218063818e-10,2.0000480646015718e-08,8.87266307046402e-08,9.215673391681764e-08,9.599558666867367e-08,1.0114738660448826e-07,7.710657218063818e-10,2.000048064601573e-08,8.87266307046402e-08
1288,Ethene,"('water', 'surface water')",emission,kilogram,biosphere3,2.1548677753814266e-06,9.23877681853926e-06,1.8069606549291255e-05,6.402233218943989e-08,1.5785500452929213e-06,8.985972801737935e-06,2.1548677753814266e-06,9.23877681853926e-06,1.8069606549291255e-05,2.947854510785986e-07,1.5785500452929213e-06,8.985972801737937e-06,2.154867775381426e-06,9.23877681853926e-06,1.8069606549291255e-05,2.947854510785986e-07,1.578550045292921e-06,8.985972801737932e-06
1289,"Ethene, chloro-","('water', 'surface water')",emission,kilogram,biosphere3,1.0420263504896643e-09,1.4515027178690704e-09,1.9664184155122423e-09,7.371252193982552e-11,6.571272085421841e-10,1.6693165857857039e-09,1.0420263504896643e-09,1.4515027178690704e-09,1.9664184155122423e-09,2.598477677527131e-10,6.571272085421842e-10,1.669316585785704e-09,1.0420263504896643e-09,1.4515027178690704e-09,1.9664184155122423e-09,2.598477677527131e-10,6.571272085421841e-10,1.6693165857857033e-09
1290,Ethyl acetate,"('water', 'surface water')",emission,kilogram,biosphere3,1.5521956119163388e-09,1.6203663504258247e-09,1.7126813721007106e-09,1.3454744572005233e-12,1.2937287287419037e-11,1.4642901775928404e-09,1.5521956119163388e-09,1.6203663504258247e-09,1.7126813721007106e-09,7.371796099493939e-12,1.2937287287419037e-11,1.4642901775928404e-09,1.5521956119163431e-09,1.6203663504258267e-09,1.7126813721007106e-09,7.371796099493939e-12,1.2937287287419073e-11,1.4642901775928365e-09
1291,Ethylamine,"('water', 'surface water')",emission,kilogram,biosphere3,8.014713413375234e-11,8.506989497841092e-11,9.190607711396377e-11,8.744915166209028e-13,2.497481296367279e-11,1.0459574027405627e-10,8.014713413375234e-11,8.506989497841092e-11,9.190607711396377e-11,4.9532549084682136e-12,2.497481296367279e-11,1.0459574027405625e-10,8.014713413375233e-11,8.506989497841093e-11,9.190607711396377e-11,4.9532549084682136e-12,2.497481296367279e-11,1.045957402740562e-10
1292,Ethylene diamine,"('water', 'surface water')",emission,kilogram,biosphere3,1.8143162854665021e-10,2.214534451575493e-10,2.7953124523311674e-10,1.696686464559696e-11,1.5144986300809756e-10,3.41819899384699e-10,1.8143162854665021e-10,2.214534451575493e-10,2.7953124523311674e-10,1.0210139344540724e-10,1.5144986300809756e-10,3.41819899384699e-10,1.814316285466502e-10,2.214534451575493e-10,2.7953124523311674e-10,1.0210139344540724e-10,1.5144986300809756e-10,3.4181989938469894e-10
1293,Ethylene glycol monoethyl ether,"('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,Ethylene oxide,"('water', 'surface water')",emission,kilogram,biosphere3,2.5410462050368774e-06,2.5414768353220323e-06,2.542056035390227e-06,3.0626468459333735e-10,1.2461423633795092e-06,2.280450172274114e-06,2.5410462050368774e-06,2.5414768353220323e-06,2.542056035390227e-06,3.5740684996547383e-10,1.2461423633795092e-06,2.280450172274114e-06,2.5410462050368774e-06,2.5414768353220323e-06,2.542056035390227e-06,3.5740684996547383e-10,1.2461423633795085e-06,2.280450172274114e-06
1295,Fluoride,"('water', 'ground-')",emission,kilogram,biosphere3,6.918196315756755e-06,7.2150506931945986e-06,7.618714268398239e-06,4.204774015361447e-06,2.056998823768149e-05,3.243189177738352e-05,6.918196315756755e-06,7.2150506931945986e-06,7.618714268398239e-06,1.4729662816027964e-05,2.056998823768149e-05,3.243189177738352e-05,6.918196315756753e-06,7.2150506931945986e-06,7.618714268398239e-06,1.4729662816027964e-05,2.056998823768149e-05,3.2431891777383514e-05
1296,Fluoride,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.0016176965708978742,0.001689288690242776,0.0017859330275715448,0.0004756083510012657,0.004961713696227063,0.005844846100659767,0.0016176965708978742,0.001689288690242776,0.0017859330275715448,0.004084598029919717,0.004961713696227063,0.005844846100659767,0.001617696570897874,0.001689288690242776,0.0017859330275715448,0.004084598029919717,0.004961713696227064,0.005844846100659776
1297,Fluoride,"('water', 'ocean')",emission,kilogram,biosphere3,1.1338456239471216e-05,1.2324161655124156e-05,1.3731969564791578e-05,7.051350473667972e-07,3.987883608756898e-06,1.323297756802504e-05,1.1338456239471216e-05,1.2324161655124156e-05,1.3731969564791578e-05,1.818168625075157e-06,3.987883608756898e-06,1.323297756802504e-05,1.1338456239471221e-05,1.232416165512416e-05,1.3731969564791576e-05,1.818168625075157e-06,3.987883608756897e-06,1.323297756802503e-05
1298,Fluoride,"('water', 'surface water')",emission,kilogram,biosphere3,5.645085943896154e-05,6.459462080358275e-05,7.505335916680109e-05,2.1580883908383726e-06,4.285635269741003e-05,7.815818638851002e-05,5.645085943896154e-05,6.459462080358275e-05,7.505335916680109e-05,3.45379082983531e-06,4.285635269741003e-05,7.815818638851002e-05,5.6450859438961536e-05,6.459462080358275e-05,7.505335916680108e-05,3.45379082983531e-06,4.285635269741002e-05,7.815818638851053e-05
1299,Fluoride,"('water',)",emission,kilogram,biosphere3,3.5537275749669174e-07,3.8158605959239416e-07,4.185818435971593e-07,2.420301779749202e-07,7.199720505279392e-07,9.682947524623912e-07,3.5537275749669174e-07,3.8158605959239416e-07,4.185818435971593e-07,6.198839684646238e-07,7.199720505279392e-07,9.682947524623912e-07,3.5537275749669174e-07,3.8158605959239416e-07,4.185818435971593e-07,6.198839684646238e-07,7.199720505279383e-07,9.682947524623912e-07
1300,Fluosilicic acid,"('water', 'surface water')",emission,kilogram,biosphere3,2.820980065126921e-07,3.069544255250516e-07,3.4213060230534365e-07,2.3691227082078002e-08,9.210528942851934e-06,1.1374657364643442e-05,2.820980065126921e-07,3.069544255250516e-07,3.4213060230534365e-07,9.523632037293592e-08,9.210528942851936e-06,1.1374657364643446e-05,2.8209800651269214e-07,3.069544255250516e-07,3.421306023053437e-07,9.523632037293592e-08,9.210528942851934e-06,1.1374657364643439e-05
1301,Formaldehyde,"('water', 'surface water')",emission,kilogram,biosphere3,2.107491952201139e-08,2.224418869648363e-08,2.3857694414669134e-08,7.168155110152127e-10,1.0929817824201927e-08,2.5537811438131914e-08,2.107491952201139e-08,2.224418869648363e-08,2.3857694414669134e-08,5.266460625986564e-09,1.0929817824201927e-08,2.5537811438131914e-08,2.1074919522011403e-08,2.2244188696483635e-08,2.3857694414669138e-08,5.266460625986564e-09,1.0929817824201926e-08,2.55378114381319e-08
1302,Formaldehyde,"('water',)",emission,kilogram,biosphere3,2.8224462960833936e-07,1.1632350919241566e-06,2.261558709370634e-06,9.268914669045649e-09,2.044515744871975e-07,1.1341673670865307e-06,2.8224462960833936e-07,1.1632350919241566e-06,2.261558709370634e-06,3.964360929456061e-08,2.044515744871975e-07,1.1341673670865307e-06,2.8224462960833385e-07,1.1632350919241757e-06,2.261558709370634e-06,3.964360929456061e-08,2.0445157448720118e-07,1.134167367086575e-06
1303,Formamide,"('water', 'surface water')",emission,kilogram,biosphere3,4.29061092912408e-11,4.713305007052577e-11,5.314069415174193e-11,1.2764502221068203e-12,1.0614553093688432e-11,5.208162672220358e-11,4.29061092912408e-11,4.713305007052577e-11,5.314069415174193e-11,7.669166922193243e-12,1.061455309368843e-11,5.2081626722203565e-11,4.290610929124079e-11,4.7133050070525774e-11,5.314069415174194e-11,7.669166922193243e-12,1.0614553093688433e-11,5.2081626722203545e-11
1304,Formate,"('water', 'surface water')",emission,kilogram,biosphere3,2.7855804060055266e-08,2.9056380400724208e-08,3.067946574347061e-08,2.6566045446310796e-11,1.0004036594343343e-09,2.7235344572362687e-08,2.7855804060055266e-08,2.9056380400724208e-08,3.067946574347061e-08,8.575900890187247e-11,1.0004036594343337e-09,2.7235344572362674e-08,2.7855804060055256e-08,2.9056380400724214e-08,3.067946574347061e-08,8.575900890187247e-11,1.0004036594343354e-09,2.7235344572362668e-08
1305,Formic acid,"('water', 'surface water')",emission,kilogram,biosphere3,1.2455091222574765e-11,1.3682106242702045e-11,1.5426031055325945e-11,3.705310891184602e-13,3.0812180263818167e-12,1.5118569274495388e-11,1.2455091222574765e-11,1.3682106242702045e-11,1.5426031055325945e-11,2.2262240320934652e-12,3.0812180263818167e-12,1.5118569274495385e-11,1.2455091222574762e-11,1.3682106242702046e-11,1.5426031055325945e-11,2.2262240320934652e-12,3.081218026381817e-12,1.511856927449538e-11
1306,Glutaraldehyde,"('water', 'ocean')",emission,kilogram,biosphere3,1.0260498689801832e-07,1.133818537084591e-07,1.2888230001496025e-07,3.489932762864983e-08,1.0060490758649085e-07,1.1362698180405885e-07,1.0260498689801832e-07,1.133818537084591e-07,1.2888230001496025e-07,3.8757933695596496e-08,1.0060490758649085e-07,1.1362698180405885e-07,1.0260498689801831e-07,1.133818537084591e-07,1.2888230001496025e-07,3.8757933695596496e-08,1.0060490758649085e-07,1.1362698180405881e-07
1307,"Heat, waste","('water', 'ground-, long-term')",emission,megajoule,biosphere3,0.04908882645245597,0.05202346653083281,0.0561118272879705,0.009594238512861722,0.04033003255614381,0.060160712528603076,0.04908882645245597,0.05202346653083281,0.0561118272879705,0.010710095586656181,0.04033003255614381,0.060160712528603076,0.049088826452455964,0.05202346653083281,0.056111827287970484,0.010710095586656181,0.04033003255614381,0.060160712528603055
