,name,categories,type,unit,database,"Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_1","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_1","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_1","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_3","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_3","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_3","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_4","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_4","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_4","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_5","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_5","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_5","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_6","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_6","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_6","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_6","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_5","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_5","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_5"
35,Anthranilic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.5128718337944053e-14,4.223331587270456e-14,1.4403035224506049e-11,3.75676989006202e-12,8.434498666596734e-12,1.7984176533066511e-10,2.7055440351832235e-12,6.167110680201451e-12,1.2427251666635e-10,3.799193489356363e-12,8.651819135486341e-12,9.715284614974978e-11,4.029005433830881e-13,9.998945416244165e-13,1.5384775570246012e-10,3.3503176410808505e-13,8.315331014701374e-13,1.5223163265775935e-10,6.773636003917508e-12,9.175749946632015e-12,2.7000985499898056e-10,1.535928946891751e-11,1.6011647443377338e-11,1.6892398441841675e-11,2.790383756726685e-10,2.9238141397301647e-10,3.1058098572157423e-10,1.6243212152925803e-10,1.6933408939302706e-10,1.7865296064194432e-10
36,Anthraquinone,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,5.446758151402397e-16,6.655978227525315e-16,9.80250980270071e-16,5.173977749628836e-16,6.473903155844888e-16,9.821883151361379e-16,5.467765811357145e-13,6.693815359971906e-13,9.937650589179972e-13,5.471032961677281e-13,6.763766940589057e-13,1.0018872800355209e-12,3.2300201802794674e-13,3.806354487624393e-13,5.678220868430039e-13,2.3147470366203526e-13,2.627398097677744e-13,3.7699348128733206e-13,0.0,0.0,0.0,9.904098687699494e-14,1.0556120498526626e-13,1.146596954630539e-13,1.7095276024792757e-13,1.8217073369633957e-13,1.978540599706202e-13
37,Antimony,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.396173613490404e-10,3.647505228283018e-09,1.8984677118772472e-07,6.232744039405326e-09,1.2701411285429532e-08,1.9673085517633597e-07,4.546186147561323e-09,8.889982442236083e-09,2.0984780740617358e-08,4.6129041139687815e-09,9.00290281382053e-09,2.0872062204561865e-08,4.39449574572276e-09,8.602820176771336e-09,2.332670476441231e-08,4.322444018365061e-09,8.302669039883839e-09,2.2963512685089413e-08,5.169584696359722e-09,9.194302804740693e-09,2.412163303296429e-08,1.951122620607365e-08,2.0230487888681676e-08,2.1198131141717067e-08,1.1570037665288271e-08,1.2139956803183996e-08,1.2916422216284338e-08,1.145115589365359e-08,1.2040687227934063e-08,1.2841647487556492e-08
38,Antimony-122,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,0.0,0.0,0.18430869857080032,0.0,0.0,0.18430869857080032,0.0,0.0,0.18430869857080034,0.0,0.0,0.18430869857080026,0.0,0.0,0.18430869857080032,0.0,0.0,0.18430869857080032,0.0,0.0,0.18430869857080034,0.20544992598414136,0.20544992598414138,0.20544992598414138,0.20544992598414136,0.20544992598414138,0.2054499259841413,0.20544992598414136,0.20544992598414138,0.20544992598414138
39,Arsenic,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.402090515287532e-08,1.4444558185742168e-07,1.5734597450157271e-06,9.916485932827309e-08,2.0935919962737123e-07,1.6711747157942713e-06,7.76623584137163e-08,1.6412714731927597e-07,5.843627002524517e-07,7.917809882109986e-08,1.5993005007594238e-07,5.68672181939888e-07,7.719707103409246e-08,1.564908897942856e-07,5.888653820421024e-07,7.362309970317107e-08,1.4663903117525567e-07,5.842883628469369e-07,8.511436107911873e-08,1.452197938455846e-07,5.417177828747804e-07,4.775480292832992e-07,5.000740948592847e-07,5.309838548082168e-07,4.3101541668123313e-07,4.500429786587035e-07,4.7582650749145124e-07,4.846598432399097e-07,5.094180665083847e-07,5.434598618112093e-07
40,"Arsenic, ion","('water', 'ground-')",emission,kilogram,biosphere3,3.3451084853389974e-07,8.034669225507493e-07,1.6348608758040266e-06,1.7523826650914148e-07,2.121095070850856e-07,2.3656749939398736e-07,3.741472038561013e-07,8.039099193433086e-07,1.2436128853005869e-06,3.7104253979082185e-07,7.891613992966797e-07,1.2119633642079183e-06,3.079828398537206e-07,6.692670372473917e-07,1.2174541754145753e-06,4.913495834424567e-06,1.0759025942513864e-05,2.8782187519777227e-06,2.0461010257465854e-06,4.487265158662564e-06,2.449564252525417e-06,1.3062224680237098e-06,1.3632142702805323e-06,1.441039328891481e-06,1.856929741087053e-06,1.9365781041027332e-06,2.0438706462613673e-06,2.140178904703967e-06,2.2344111467980835e-06,2.362192952964791e-06
41,Arsine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.482497186630234e-16,1.5426779236459308e-14,4.4392305848586627e-14,2.2827109394166962e-17,3.9222952659879283e-16,1.1238062742862e-15,2.054524354750682e-17,3.7734993259501644e-16,1.0580248510253142e-15,2.077798032483994e-17,3.777524820844426e-16,1.0590335357134726e-15,2.42605267634633e-15,5.255085455017278e-14,1.4689969773351625e-13,2.6208078995852056e-15,5.1957464761491473e-14,1.4426061123348733e-13,3.261628205727565e-15,5.2860328192511185e-14,1.457572212986042e-13,4.55062949464264e-14,4.737183193655583e-14,4.986523558088015e-14,1.4694555939144302e-13,1.534168519543042e-13,1.620892040296187e-13,1.461814779280382e-13,1.5249825705151121e-13,1.609692216060676e-13
42,Asulam,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.3780685524291449e-15,2.204860736215041e-14,6.305300815299745e-14,4.803996333799466e-17,8.243942932984423e-16,2.3057204640446266e-15,4.897809649718642e-17,8.258286782863085e-16,2.3072093180441843e-15,4.78753107315535e-17,9.615177953274878e-16,2.6736435768474763e-15,2.8102243904544495e-17,5.25187599865775e-16,1.452544313037329e-15,6.674437860348999e-18,1.0218681944489534e-16,2.809319277445473e-16,0.0,0.0,0.0,2.818273571573515e-16,2.942516742130164e-16,3.1090402833840004e-16,1.466462916782815e-15,1.5299006331900602e-15,1.6149811565854557e-15
43,Atrazine,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.178226886093411e-13,8.929792066249063e-12,2.5695537494986314e-11,1.536043541019347e-08,3.496239531329824e-08,5.5990891670004256e-08,7.15563448687459e-09,1.661941700857477e-08,2.6708916704111236e-08,1.2469892649251554e-08,2.9267653322378092e-08,4.6649819499593535e-08,4.733286230646065e-10,2.354801360301194e-09,3.627900910000523e-09,3.508620328433823e-10,1.7209497665492342e-09,2.6901281854322877e-09,5.620293489242729e-10,5.334744123038316e-09,7.580429438784499e-09,2.6339725081549274e-11,2.7419534048441474e-11,2.8862768793774054e-11,1.4566859471442888e-09,1.6284123054635315e-09,1.8738266506034656e-09,8.256272808137229e-10,8.923541298595299e-10,9.863636688705154e-10
44,Azinphos-methyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3880091356081093e-10,1.6300561791472084e-10,3.6791995461715456e-10,0.0,0.0,0.0,1.931455096293993e-10,2.370751891503653e-10,3.0083367022450964e-10,0.0,0.0,0.0
45,Azoxystrobin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.2415097611924992e-11,1.866748106101915e-11,1.8253815340498822e-09,1.2377923256264525e-11,1.9813396809191906e-11,1.849128030143422e-09,5.61253565445445e-12,1.2390385148364134e-11,1.8388723645037141e-09,5.736545664808457e-12,1.2495439621548854e-11,1.9878312374072697e-09,4.76067869252782e-12,9.865487003394187e-12,2.141625308292539e-09,1.0379647516969173e-09,1.725147766135862e-09,1.464456355194489e-07,0.0,0.0,0.0,1.551519131044514e-07,1.619281493555787e-07,1.7110015705010097e-07,2.2852067721964996e-09,2.382473151907888e-09,2.513815089006236e-09
46,"Barite, 15% in crude ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.0014578867391574677,0.006915955179874017,0.020461125078470983,0.0013561204943084713,0.006454938782503738,0.01760926047560509,0.0008737692817620748,0.005521627655245154,0.01771408616140948,0.0008744087381561728,0.005480233139719932,0.01758949959030032,0.0009340152475972112,0.005515981218637923,0.01687633929005743,0.0008540357686734071,0.0053389803166304225,0.016983193395303305,0.0,0.0,0.0,0.019065493698771346,0.020961870512775583,0.02369105930506907,0.0,0.0,0.0,0.016448444844659467,0.018043458835949367,0.020337611332023983
47,Barium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,4.110444319509342e-08,2.483103511733703e-07,1.173036980442529e-05,4.067468840837444e-07,7.135332268622171e-07,1.197703382205737e-05,3.090744783148428e-07,4.877964001777486e-07,1.1688051074527723e-06,3.112977185264324e-07,4.90300702880161e-07,1.1611581150801846e-06,3.0539518567087627e-07,4.725761053169027e-07,1.3496947819408569e-06,3.006278332546115e-07,4.5212523660087976e-07,1.3277210073632125e-06,3.55467836109178e-07,4.981163302362906e-07,1.3690569847412485e-06,1.2181037553856975e-06,1.2615589791162592e-06,1.320239814083725e-06,6.323636787722659e-07,6.638284958325822e-07,7.068478606943668e-07,6.504296259230182e-07,6.827267670466661e-07,7.269240035129116e-07
48,"Basalt, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.00024496104857611527,0.0006174767840426088,0.001359779980785688,0.00030039136576318905,0.0006677407176836813,0.0013682793241482536,0.0002671548976588265,0.0006253471138051033,0.0012872877622102986,0.0002736025026078744,0.0006366550525562901,0.0012970789234172408,0.00027359454411795674,0.0006816826372593094,0.001406901523029805,0.00026929134615299126,0.0006644881236557289,0.0013904852387771462,0.0003112077625009261,0.0007037286797285242,0.0014223809350047303,0.001047551628622993,0.0011024909827756012,0.0011777531224701002,0.0010659163054782797,0.0011242140930362435,0.0012039756936703333,0.001077086943165631,0.0011354806607877452,0.001215492679841938
49,Benomyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.0872521447387079e-12,5.4472980828097285e-12,4.214177881006152e-09,3.1624472753219483e-12,1.0072977785654369e-11,3.537607690333551e-09,3.4642029382031316e-12,1.140128782279541e-11,3.5379963679219413e-09,4.040370431603416e-12,1.2367097218577193e-11,3.4244777027265435e-09,6.8699092326993476e-12,1.834721957278072e-11,3.651718668895215e-09,5.135944625451697e-12,1.4655765595157477e-11,3.6242214212788475e-09,6.369182401116691e-12,1.6659170480170952e-11,3.6235437541950937e-09,4.5011018736864065e-09,4.692547772369118e-09,4.951045452083184e-09,3.866199835432708e-09,4.0306395594489535e-09,4.252669690901011e-09,3.867587007133283e-09,4.03217828084622e-09,4.254429076752335e-09
50,Bensulfuron methyl ester,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3955155970302477e-13,4.1568535606184207e-13,6.171207199968553e-13,3.3975445854217603e-13,4.2002857651236764e-13,6.221624617180827e-13,3.346196289888561e-13,3.9432127044893114e-13,5.882318143472829e-13,3.271618947254458e-13,3.7135051368378964e-13,5.328328225051354e-13,0.0,0.0,0.0,1.399800291924024e-13,1.4919546616665782e-13,1.6205494505796867e-13,1.7708758085116142e-13,1.887084380921342e-13,2.049550520957656e-13
51,Bentazone,"('soil', 'agricultural')",emission,kilogram,biosphere3,8.911478011066229e-11,2.467563084444382e-10,8.600071918474583e-08,9.693568991920311e-12,1.2511496311552028e-11,4.758078952537442e-11,1.8717845044072103e-11,3.48481003398044e-11,9.253753630869952e-10,2.1425612214127894e-11,4.804225104939534e-11,1.041296491626925e-09,5.538419465386316e-12,1.2242909288545344e-11,1.7028428838305137e-09,4.868612909375505e-12,1.1140365164828777e-11,1.699024638424148e-09,6.706381558680289e-12,1.1462156966678504e-11,1.112868684546482e-09,9.17123610762891e-08,9.560695136829307e-08,1.0086496939999092e-07,1.181764787881571e-09,1.2320531799257674e-09,1.2999604222382547e-09,1.8112539371151808e-09,1.8882273245369515e-09,1.9921554967879064e-09
52,Benzaldehyde,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.3517083337669598e-10,3.7846010158654217e-10,8.297987175661125e-10,1.1875567194118213e-10,5.137173340475153e-10,7.985401789628655e-10,1.1303012474243353e-10,4.944232119505567e-10,7.468230697108103e-10,1.3143093901936346e-10,5.425098652791289e-10,7.698406657070884e-10,8.30296811953837e-11,4.4589938112410413e-10,7.732363688219214e-10,8.445091429143625e-11,4.440314555143693e-10,7.638081304080745e-10,1.1014423231415317e-10,4.962540880339452e-10,9.435133412153107e-10,6.406228704097903e-10,7.269997266360819e-10,8.403141406786683e-10,6.803599522562885e-10,7.13996314989279e-10,7.611671281941194e-10,5.328444071859933e-10,5.492293400545723e-10,5.717559609230194e-10
53,Benzene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.3091328310463077e-06,1.217588077664067e-05,6.233417506279201e-05,3.852867442070854e-06,2.2837465796024695e-05,9.814197457681818e-05,3.919949477454113e-06,1.888499014018045e-05,6.29793083181662e-05,4.466593138018578e-06,2.0029474131861533e-05,6.308364357927694e-05,7.609826820709815e-06,2.1864797136176185e-05,4.6819224124521215e-05,6.7119321513565275e-06,1.984999120098913e-05,4.908145389430291e-05,7.430535005068872e-06,1.6976805303603093e-05,2.98212061039306e-05,3.18739224999164e-05,4.3486839865312025e-05,5.842047553389692e-05,1.8506479896685923e-05,2.728495983710443e-05,3.8334020160779136e-05,3.762952293152686e-05,4.8494953159057975e-05,6.255223372277633e-05
54,"Benzene, dichloro","('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.284255388721066e-12,5.0384758544809474e-12,3.616754728919073e-10,3.115964906493623e-11,6.688752130807836e-11,1.667936857387414e-09,2.0716128721425078e-11,4.444205129854041e-11,1.0305198765429332e-09,2.8596044819636235e-11,6.214675633934713e-11,8.892708294746101e-10,6.650399064680941e-12,1.2713486217284173e-11,1.3324326550970298e-09,6.062603868235531e-12,1.1220069971702147e-11,1.3206010313819181e-09,3.408587763308385e-11,4.585667118786234e-11,1.3840177270375254e-09,3.8086943910137036e-10,3.9796286756443576e-10,4.2115547693333355e-10,1.431414169284136e-09,1.4998014471634794e-09,1.5930744098507081e-09,1.404592848747786e-09,1.4651924137001503e-09,1.5471267658255233e-09
55,"Benzene, ethyl-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.4658072980585155e-07,1.320584018909739e-06,4.743408451924358e-06,2.2246204136411806e-07,1.4684916570162778e-06,5.3627208346459875e-06,1.9201769582775704e-07,1.432273052117981e-06,5.256945063058975e-06,2.0750743915760394e-07,1.441607921534076e-06,5.2103001425684605e-06,3.030279069883743e-07,1.5996734252762062e-06,4.976634319590721e-06,4.446153524260312e-07,1.8514027717697625e-06,5.60687425325241e-06,3.650235578403432e-07,6.982517335714296e-07,7.706874428549455e-07,4.313372461895037e-06,4.814512962235773e-06,5.53291328002298e-06,4.724304960395697e-07,5.104445109921927e-07,5.609307522592151e-07,5.171593564798274e-06,5.7194614176910435e-06,6.505740755063736e-06
56,"Benzene, hexachloro-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,7.391605063700897e-12,1.6315354297848602e-11,3.169927366754348e-11,1.6210002052603596e-12,4.7124740000269156e-12,1.1171101876392637e-11,4.997975716963136e-13,1.7268920171023995e-12,3.658138948285479e-12,4.986523266720255e-13,1.3231897453269388e-12,2.6396948000736053e-12,5.81860736389789e-13,1.4819693863596187e-12,2.4913537603266868e-12,1.1651792348597565e-12,2.143169910367693e-12,3.3145403945111465e-12,1.4943820867996817e-12,3.027737941775147e-12,4.3608373531897945e-12,2.4445941445088093e-11,2.5745056975156908e-11,2.7498167603623976e-11,2.2613707737313745e-12,2.379317171248044e-12,2.5410603468198184e-12,1.9603547245567537e-12,2.0592179225954694e-12,2.194792856898156e-12
57,"Benzene, pentachloro-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.8536596016323118e-11,4.0914863814980726e-11,7.955149532078839e-11,4.078728240483429e-12,1.1869156186899164e-11,2.8168428376531983e-11,1.2342523940569178e-12,4.293019754581964e-12,9.183206476147385e-12,1.2204431871458587e-12,3.2513124134931543e-12,6.608406378804524e-12,1.3662612053646453e-12,3.5155352515526716e-12,6.235663814503793e-12,2.8694735354230213e-12,5.249702762493425e-12,8.318539610136795e-12,3.6808545351420035e-12,7.436260526498334e-12,1.0943697237880691e-11,6.134900227253699e-11,6.460941656726829e-11,6.900922339981807e-11,5.660894853676734e-12,5.956601911930962e-12,6.3621375710209244e-12,4.906912716476926e-12,5.154773082355462e-12,5.4946972305649634e-12
58,Benzo(a)pyrene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.364642555402906e-10,1.3972569492716239e-09,1.5908297184335329e-09,7.182338086667187e-10,1.4351951253004325e-09,2.1049972336854614e-09,1.0261473711014515e-09,2.3806100191338387e-09,2.2823040650924404e-09,1.3814356442002386e-09,3.0807718846137653e-09,2.23013323744866e-09,2.94795281111958e-09,6.4181397177147865e-09,2.114966568976246e-09,2.121717154517378e-09,4.630789904697106e-09,2.0665591270667125e-09,2.608387025705255e-09,5.63507820403028e-09,2.1848678791165047e-09,1.2769023905344533e-09,1.3332791833984927e-09,1.4095766379556706e-09,1.7160259644771251e-09,1.801365368642859e-09,1.91794511560196e-09,1.687603241278268e-09,1.7752433096852779e-09,1.895505013253149e-09
59,Beryllium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,4.667716743274255e-10,2.6210028626942094e-09,5.929617081003984e-09,2.9771215475307685e-09,4.789940927755761e-09,7.840913562228153e-09,3.0548009953514056e-09,4.819708735947558e-09,7.877333206772323e-09,3.0954355336875174e-09,4.878832011161072e-09,7.802041873535228e-09,2.990803187353571e-09,4.601224315096569e-09,9.705780221553722e-09,2.9366217463016323e-09,4.3929591980690025e-09,9.524909019898915e-09,3.4638506022793694e-09,4.831957643945961e-09,9.904583920224098e-09,4.9580181120091814e-09,5.170007016843257e-09,5.456433482217871e-09,5.958496092600637e-09,6.25631941455153e-09,6.664025577032845e-09,6.146714888515562e-09,6.453614530393932e-09,6.8741174673028965e-09
60,Bifenox,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,2.216870054119833e-16,2.6934027931973576e-16,3.9432065097546777e-16,2.1071340481207551e-16,2.6298626177021363e-16,3.980683931090492e-16,3.6468476174339216e-13,4.4645622509033267e-13,6.628060208503247e-13,3.6490267546292016e-13,4.511213371618223e-13,6.682220608153219e-13,2.1543202741139275e-13,2.538700740601987e-13,3.787145999649412e-13,1.54334382780752e-13,1.751799943191879e-13,2.5135755732027943e-13,0.0,0.0,0.0,6.603436384583329e-14,7.038165307953487e-14,7.644798077778033e-14,1.1401527893863778e-13,1.2149710442926183e-13,1.319571080416723e-13
